popularity,budget,title,cast,director,keywords,genres,companies,score
0.257127,500000,Sisters,Margot Kidder|Jennifer Salt|Charles Durning|William Finley|Lisle Wilson,Brian De Palma,sex|detective|nudity|hallucination|witness,Horror|Thriller,Pressman-Williams|American International Pictures (AIP),7.0
0.244874,0,The Train Robbers,John Wayne|Ann-Margret|Rod Taylor|Ben Johnson|Christopher George,Burt Kennedy,gold|widow|hired gun,Action|Western,Batjac Productions|Warner Bros.,6.8
0.238043,0,A Charlie Brown Thanksgiving,Todd Barbee|Robin Kohn|Stephen Shea|Stephen Shea,Bill Melendez|Phil Roman,holiday,Animation|Comedy|Family,Lee Mendelson Film Productions|Bill Melendez Productions|United Feature Syndicate (UFS),7.6
0.420585,0,Walking Tall,"Joe Don Baker|Elizabeth Hartman|Gene Evans|Noah Beery, Jr.|Brenda Benet",Phil Karlson,female nudity|gambling|corruption|martial arts|sheriff,Action|Crime|Drama,Bing Crosby Productions,6.4
0.203942,0,Frankenstein and the Monster from Hell,Peter Cushing|Shane Briant|Madeline Smith|David Prowse|John Stratton,Terence Fisher,insane asylum|frankenstein|mad scientist|hammer horror|human experiment,Horror|Science Fiction,Hammer Film Productions,6.7
0.200129,0,The Holy Mountain,Alejandro Jodorowsky|Horacio Salinas|Zamira Saunders|Juan Ferrara|Adriana Page,Alejandro Jodorowsky,christianity|mexico|1970s|thief|surrealism,Drama,Producciones Zohar,7.4
0.251582,0,Electra Glide in Blue,Robert Blake|Mitchell Ryan|Billy Green Bush|Jeannine Riley|Elisha Cook Jr.,James William Guercio,cult film,Thriller|Crime|Drama|Mystery,United Artists|Guercio-Hitzig,6.1
0.272663,0,The Friends of Eddie Coyle,Robert Mitchum|Peter Boyle|Richard Jordan|Steven Keats|Alex Rocco,Peter Yates,boston|suspense|boston garden|gritty,Crime|Drama,Paramount Pictures,6.9
0.385313,0,The Way We Were,Barbra Streisand|Robert Redford|Bradford Dillman|Lois Chiles|Patrick O'Neal,Sydney Pollack,communist|politics|anti-communism,Drama|Romance,Columbia Pictures Corporation|Tom Ward Enterprises|Rastar Productions,6.9
0.021941,0,VÃ©ritÃ©s et Mensonges,Orson Welles|Joseph Cotten|Oja Kodar|Elmyr de Hory|Clifford Irving,Orson Welles,artist|manipulation|illusion|deception,Documentary,Janus Films|SACI,7.0
0.175339,0,The Offence,Sean Connery|Trevor Howard|Vivien Merchant|Ian Bannen|Peter Bowles,Sidney Lumet,suspense|child molester|policeman|gritty,Drama|Crime,Tantallon,7.3
0.162168,0,The Satanic Rites of Dracula,Christopher Lee|Peter Cushing|Michael Coles|William Franklyn|Freddie Jones,Alan Gibson,vampire|dracula|satanist|hammer horror|van helsing,Horror,Hammer Film Productions,4.8
0.145079,0,Sssssss,Strother Martin|Dirk Benedict|Heather Menzies|Richard B. Shull|Tim O'Connor,Bernard L. Kowalski,snake|experiment|serum|cobra|college student,Horror|Science Fiction,Universal Pictures|Zanuck/Brown Productions,6.5
0.144305,0,Messiah of Evil,Michael Greer|Marianna Hill|Joy Bang|Anitra Ford|Royal Dano,Willard Huyck|Gloria Katz,beach|small town|suspense|independent film|undead,Mystery|Horror,International Cine Film Corp.|V/M Productions,6.9
0.143165,0,Don't Be Afraid of the Dark,Kim Darby|Jim Hutton|William Demarest|Barbara Anderson|Pedro ArmendÃ¡riz Jr.,John Newland,haunted house|inheritance|fireplace|creature|demon,TV Movie|Horror,Lorimar Productions,5.9
0.139386,0,The Seven-Ups,Roy Scheider|Jerry Leon|Tony Lo Bianco|Victor Arnold|Ken Kercheval,Philip D'Antoni,car chase,Action|Thriller|Drama|Crime,Twentieth Century Fox Film Corporation|Philip D'Antoni Productions Inc.,6.6
0.135693,0,Scarecrow,Gene Hackman|Al Pacino|Dorothy Tristan|Ann Wedgeworth|Richard Lynch,Jerry Schatzberg,friendship,Drama|Thriller,Warner Bros.,6.5
0.396864,0,The Wicker Man,Edward Woodward|Christopher Lee|Britt Ekland|Diane Cilento|Ingrid Pitt,Robin Hardy,island|virgin|human sacrifice|paganism,Horror|Thriller|Mystery,British Lion Film Corporation,6.7
0.11138,450000,Flesh for Frankenstein,Joe Dallesandro|Monique van Vooren|Udo Kier|Arno Juerging|Dalila Di Lazzaro,Paul Morrissey,male nudity|female nudity|monster|beheading|seduction,Horror,Braunsberg Productions|Carlo Ponti Cinematografica,4.8
0.106051,275000,The Crazies,Lane Carroll|Will MacMillan|Harold Wayne Jones|Lynn Lowry|Lloyd Hollar,George A. Romero,small town|biological weapon,Action|Drama|Horror|Thriller,Pittsburgh Films,6.0
0.09398,0,The Last of Sheila,Richard Benjamin|Dyan Cannon|James Coburn|Joan Hackett|James Mason,Herbert Ross,yacht|games,Drama|Thriller|Crime|Mystery,Warner Bros.,6.9
0.069999,0,Theatre of Blood,Vincent Price|Diana Rigg|Ian Hendry|Harry Andrews|Coral Browne,Douglas Hickox,revenge|shakespearean actor|epouvante,Comedy|Horror,Cineman Productions|Harbour Productions Limited,6.8
0.066994,1000000,Dillinger,Warren Oates|Ben Johnson|Michelle Phillips|Cloris Leachman|Harry Dean Stanton,John Milius,prison|chicago|prostitute|bank robber|biography,Action|Crime|Drama,American International Pictures (AIP),6.7
1.936962,4000000,The Aristocats,Phil Harris|Sterling Holloway|Scatman Crothers|Eva Gabor|Paul Winchell,Wolfgang Reitherman,paris|cat|butler|return|suspension,Animation|Comedy|Family|Adventure,Walt Disney Productions,7.0
0.797231,3000000,Beneath the Planet of the Apes,James Franciscus|Kim Hunter|Maurice Evans|Linda Harrison|Paul Richards,Ted Post,mutant|dystopia|survivor|astronaut|ape,Adventure|Science Fiction|Mystery,Twentieth Century Fox Film Corporation|APJAC Productions,5.9
0.717333,3500000,MASH,Donald Sutherland|Elliott Gould|Tom Skerritt|Sally Kellerman|Robert Duvall,Robert Altman,daily life|american  way of life|military spoof|doctor|korean war,Comedy|Drama|War,Twentieth Century Fox Film Corporation|Aspen Productions (I)|Ingo Preminger Productions,6.8
0.492877,0,Kelly's Heroes,Clint Eastwood|Telly Savalas|Don Rickles|Carroll O'Connor|Donald Sutherland,Brian G. Hutton,gold|world war ii|armor|campaign|us army,Action|Adventure|Comedy|Drama|War,Katzka-Loeb|Avala Film|Metro-Goldwyn-Mayer (MGM),6.7
0.490192,0,Taste the Blood of Dracula,Christopher Lee|Geoffrey Keen|Gwen Watford|Linda Hayden|Peter Sallis,Peter Sasdy,vampire|dracula|resurrection|hammer horror,Horror,Hammer Film Productions,6.4
0.467344,12000000,Patton,George C. Scott|Karl Malden|Stephen Young|Michael Strong|Carey Loftin,Franklin J. Schaffner,general|world war ii|normandy|biography|historical figure,Drama|History|War,Twentieth Century Fox Film Corporation,6.9
0.396028,2200000,Love Story,Ali MacGraw|Ryan O'Neal|John Marley|Ray Milland|Russell Nype,Arthur Hiller,based on novel|harvard university|college|drama|cancer,Drama|Romance,Paramount Pictures,6.6
0.3881,0,Ryan's Daughter,Robert Mitchum|Trevor Howard|Christopher Jones|John Mills|Leo McKern,David Lean,gun|officer|pub|village|mute,Drama|Romance,Metro-Goldwyn-Mayer,7.0
0.381352,25485000,Tora! Tora! Tora!,Martin Balsam|SÃ´ Yamamura|Joseph Cotten|Tatsuya Mihashi|E.G. Marshall,Richard Fleischer|Kinji Fukasaku|Toshio Masuda,japan|world war ii|pearl harbor|soldier|imperial japan,History|Action|Drama|Adventure|War,Twentieth Century Fox Film Corporation,6.6
0.374514,0,Beyond the Valley of the Dolls,Dolly Read|Cynthia Myers|Marcia McBroom|John Lazar|Michael Blodgett,Russ Meyer,pop|pop star|musical,Comedy|Drama|Thriller,Twentieth Century Fox Film Corporation,6.2
0.568645,0,Two Mules for Sister Sara,Shirley MacLaine|Clint Eastwood|Alberto Morin|John Kelly|Enrique Lucero,Don Siegel,gunslinger|mexico|french|treasure hunt|illegal prostitution,Western,Universal Pictures|Malpaso Productions|Sanen Productions,6.3
0.344172,5000,The Party at Kitty and Stud's,Sylvester Stallone|Henrietta Holm|Nicholas Warren|Frank Micelli|Jodi Van Prang,Morton Lewis,male nudity|female nudity|group sex|erection|penis,,Stallion Releasing Inc.,3.0
0.336237,10000000,Airport,Burt Lancaster|Dean Martin|Jean Seberg|Jacqueline Bisset|George Kennedy,George Seaton,bomb|based on novel|airport|desperation|snow storm,Action|Drama|Thriller,Universal Pictures|Ross Hunter Productions Inc.,6.2
0.279079,7000000,Zabriskie Point,Mark Frechette|Daria Halprin|Paul Fix|G. D. Spradlin|Bill Garaway,Michelangelo Antonioni,usa|1970s|students' movement,Drama|Romance,Metro-Goldwyn-Mayer (MGM),6.5
0.330846,0,Scream and Scream Again,Vincent Price|Christopher Lee|Peter Cushing|Judy Huxtable|Alfred Marks,Gordon Hessler,torture|scientist,Horror|Crime,American International Pictures (AIP),6.4
0.318475,0,Santa Claus Is Comin' to Town,Fred Astaire|Mickey Rooney|Keenan Wynn|Paul Frees|Robie Lester,"Jules Bass|Arthur Rankin, Jr.",santa claus|musical|surrealism|stop motion animation|family relationships,TV Movie|Animation|Family|Fantasy,Rankin/Bass Productions,6.5
0.299819,0,Catch-22,Alan Arkin|Martin Balsam|Richard Benjamin|Art Garfunkel|Jack Gilford,Mike Nichols,world war ii|island|bomber|pianosa|american,War|Comedy|Drama,Paramount|Filmways Productions,6.7
0.290174,15000000,Little Big Man,Dustin Hoffman|Faye Dunaway|Chief Dan George|Martin Balsam|Richard Mulligan,Arthur Penn,indian territory|indian|fight|settler|george armstrong custer,Action|Comedy|Drama|Western,Cinema Center Films|Stockbridge-Hiller Productions,7.2
0.284436,0,Colossus: The Forbin Project,Eric Braeden|Susan Clark|Gordon Pinsent|William Schallert|Leonid Rostoff,Joseph Sargent,,Science Fiction|Thriller,Universal Pictures,6.6
0.281532,0,Soldier Blue,Candice Bergen|Peter Strauss|Donald Pleasence|John Anderson|Jorge Rivero,Ralph Nelson,based on novel|attack|massacre|private,Action|Drama|Romance|Western,AVCO Embassy Pictures|Katzka-Loeb,7.1
0.268472,0,The Twelve Chairs,Ron Moody|Frank Langella|Dom DeLuise|AndrÃ©as Voutsinas|Diana Coupland,Mel Brooks,russia|hidden fortune,Comedy,Crossbow Productions|The Twelve Chairs Company,6.1
0.42443,0,Scrooge,Albert Finney|Edith Evans|Kenneth More|Laurence Naismith|Alec Guinness,Ronald Neame,musical|scrooge|ghost,Fantasy|Drama|Family,Cinema Center Films|Waterbury Films,5.8
0.250313,0,"Nachts, wenn Dracula erwacht",Christopher Lee|Klaus Kinski|Herbert Lom|Maria Rohm|Fred Williams,JesÃºs Franco,dracula|blood|gothic horror,Horror,FÃ©nix Cooperativa CinematogrÃ¡fica|Corona Filmproduktion|Filmar Compagnia Cinematografica,6.4
0.244412,0,Performance,James Fox|Mick Jagger|Anita Pallenberg|MichÃ¨le Breton|Ann Sidney,Nicolas Roeg|Donald Cammell,rock star|celebrity|androgyny,Music|Drama|Crime,Goodtimes Enterprises|Warner Bros.,6.2
0.218311,0,Five Easy Pieces,Jack Nicholson|Karen Black|Billy Green Bush|Fannie Flagg|Sally Struthers,Bob Rafelson,road trip|drifter|class differences|rebelliousness|pacific northwest,Drama,Raybert Productions,6.8
0.20907,60000,The Wizard of Gore,Ray Sager|Judy Cler|Wayne Ratay|Phil Laurenson|Jim Rau,Herschell Gordon Lewis,detective|magic|hypnosis|illusion|independent film,Horror,Mayflower Pictures,4.3
0.203225,0,Woodstock,Joe Cocker|Richie Havens|Joan Baez|Arlo Guthrie|Crosby Stills & Nash,Michael Wadleigh,hippie|free love|musical|music|woodstock,Documentary|Music,Wadleigh-Maurice,6.2
0.193759,3716946,The Ballad of Cable Hogue,Jason Robards|Stella Stevens|David Warner|Slim Pickens|L.Q. Jones,Sam Peckinpah,prostitute|hobo|stagecoach|reverend|way station,Action|Comedy|Western,Warner Bros.,7.3
0.178967,0,Carry On Up the Jungle,Frankie Howerd|Sid James|Charles Hawtrey|Joan Sims|Terry Scott,Gerald Thomas,africa|jungle,Comedy,The Rank Organisation|Peter Rogers Productions,6.5
0.177166,0,A Man Called Horse,Richard Harris|Judith Anderson|Jean Gascon|Manu Tupou|Corinna Tsopei,Elliot Silverstein,ritual|first part|aristocrat|bear attack|sioux tribe,Action|Adventure|Drama|Western,Cinema Center Films,6.6
0.291051,0,Gimme Shelter,Mick Jagger|Keith Richards|Charlie Watts|Bill Wyman|Mick Taylor,Albert Maysles|Charlotte Zwerin|David Maysles,shelter|rolling stones|hells angels|music|concert,Documentary|Music,Maysles Films,7.6
0.15734,6000000,Chisum,John Wayne|Forrest Tucker|Christopher George|Ben Johnson|Glenn Corbett,Andrew V. McLaglen,billy the kid|cattle|quick draw|pat garrett,Action|Western,Batjac Productions|Warner Bros.,6.7
0.146683,0,Let It Be,John Lennon|Paul McCartney|George Harrison|Ringo Starr,Michael Lindsay-Hogg,,Documentary|Music,Apple Corps,6.3
0.2348,0,Rio Lobo,John Wayne|Jorge Rivero|Jennifer O'Neill|Jack Elam|Christopher Mitchum,Howard Hawks,sheriff|texas|traitor|colonel,Action|Western,Batjac Productions|Cinema Center Films|Malabar,5.7
0.133551,0,Deep End,Jane Asher|John Moulder-Brown|Karl Michael Vogler|Christopher Sanford|Diana Dors,Jerzy Skolimowski,diving|sex|adultery|nudity|fantasy,Romance|Drama|Comedy,Maran Film|Bavaria Film|Kettledrum Productions,6.1
0.429246,10000000,The Private Life of Sherlock Holmes,Robert Stephens|Colin Blakely|GeneviÃ¨ve Page|Christopher Lee|Tamara Toumanova,Billy Wilder,sherlock holmes|loch ness monster|german spy|midgets,Adventure|Comedy|Crime|Mystery|Romance,The Mirisch Production Company|Mirisch Films|Sir Nigel Films,6.7
0.09215,25000000,Waterloo,Rod Steiger|Christopher Plummer|Orson Welles|Jack Hawkins|Virginia McKenna,Sergey Bondarchuk,napoleon bonaparte,Action|Drama|Foreign|History,Dino de Laurentiis Cinematografica|Mosfilm,6.2
0.085301,0,The Vampire Lovers,Ingrid Pitt|Peter Cushing|George Cole|Kate O'Mara|Ferdy Mayne,Roy Ward Baker,vampire|daughter|hammer horror,Horror,Hammer Film Productions,6.5
0.080626,0,And Soon the Darkness,Pamela Franklin|Michele Dotrice|Sandor ElÃ¨s|John Nettleton|Clare Kelly,Robert Fuest,france|language barrier|bicycle|murder|suspense,Mystery|Thriller,EMI Films Ltd.,7.5
0.194705,0,The Man Who Haunted Himself,Roger Moore|Anton Rodgers|Olga Georges-Picot|Freddie Jones|Alastair Mackenzie,Basil Dearden,reality|car crash|madness|ghost|breakdown,Crime|Fantasy|Science Fiction|Thriller,Excalibur Films,6.3
0.02076,0,There Was a Crooked Man...,Kirk Douglas|Henry Fonda|Hume Cronyn|Warren Oates|Burgess Meredith,Joseph L. Mankiewicz,prison|escaped criminals|twist ending,Action|Comedy|Drama|Western,Warner Bros.,6.7
1.910465,11000000,Thunderball,Sean Connery|Claudine Auger|Adolfo Celi|Luciana Paluzzi|Rik Van Nutter,Terence Young,paris|florida|fighter pilot|sanatorium|secret organization,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM),6.3
1.313676,8200000,The Sound of Music,Julie Andrews|Christopher Plummer|Eleanor Parker|Richard Haydn|Peggy Wood,Robert Wise,austria|world war ii|musical|music competition|based on play,Drama|Family|Music|Romance,Robert Wise Productions|Argyle Enterprises,7.2
1.282053,14000000,Doctor Zhivago,Omar Sharif|Julie Christie|Geraldine Chaplin|Rod Steiger|Alec Guinness,David Lean,love triangle|nurse|suicide attempt|loss of family|world war i,Drama|Romance|War,Metro-Goldwyn-Mayer (MGM),6.9
0.622157,5600000,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,Stuart Whitman|Sarah Miles|James Fox|Alberto Sordi|Robert Morley,Ken Annakin,eiffel tower paris|air race|prize|british stereotype|reproduction,Action|Adventure|Comedy,Twentieth Century-Fox Productions,6.6
0.600975,0,A Charlie Brown Christmas,Ann Altieri|Chris Doran|Sally Dryer|Bill Melendez|Karen Mendelson,Bill Melendez,holiday|christmas,Animation|Family|Comedy|TV Movie,Warner Bros. Home Video,7.6
0.484904,0,Ten Little Indians,Hugh O'Brian|Shirley Eaton|Fabian|Wilfrid Hyde-White|Dennis Price,George Pollock,isolation|house|agatha christie|isolated house,Crime|Drama|Thriller|Mystery,Tenlit Films,6.6
0.350775,0,Dr. Terror's House of Horrors,Christopher Lee|Peter Cushing|Donald Sutherland|Bernard Lee|Max Adrian,Freddie Francis,anthology film|crawling hand,Horror,Amicus Productions,5.9
0.118301,0,In Harm's Way,John Wayne|Kirk Douglas|Patricia Neal|Tom Tryon|Paula Prentiss,Otto Preminger,pearl harbor|naval officer|admiral|second chance,War|Drama,Paramount Pictures|Otto Preminger Films,6.6
0.332191,0,The Flight of the Phoenix,James Stewart|Richard Attenborough|Peter Finch|Hardy KrÃ¼ger|Ernest Borgnine,Robert Aldrich,thirst|sahara|crew|plane crash|airplane crash,Adventure|Drama,"Twentieth Century Fox Film Corporation|Associates & Aldrich Company, The",6.3
0.624024,1500000,Help!,George Harrison|John Lennon|Paul McCartney|Ringo Starr|Leo McKern,Richard Lester,musical|music|cult|mad scientist|the beatles,Comedy|Music,Subafilms,6.7
0.314916,0,The Sons of Katie Elder,John Wayne|Dean Martin|Martha Hyer|Michael Anderson Jr.|Earl Holliman,Henry Hathaway,brother brother relationship|texas|revenge|murder,Action|Adventure|Drama|Western,Paramount Pictures|Hal Wallis Productions,6.9
0.306394,0,The Ipcress File,Michael Caine|Nigel Green|Guy Doleman|Sue Lloyd|Gordon Jackson,Sidney J. Furie,england|spy|cold war|espionage|swinging 60s,Thriller,The Rank Organisation|Lowndes Productions Limited|Steven S.A.,6.6
0.289649,45000,"Faster, Pussycat! Kill! Kill!",Tura Satana|Haji|Lori Williams|Sue Bernard|Stuart Lancaster,Russ Meyer,killing|sports car|go-go dancer|eroticism|kidnapping,Action|Crime,Eve Productions Inc.,6.4
0.256709,0,The Cincinnati Kid,Steve McQueen|Edward G. Robinson|Ann-Margret|Karl Malden|Tuesday Weld,Norman Jewison,poker|gambling|new orleans|honesty,Drama,Solar Productions|Filmways Pictures|Metro-Goldwyn-Mayer (MGM),6.8
0.250043,0,What's New Pussycat?,Peter O'Toole|Peter Sellers|Woody Allen|Romy Schneider|Paula Prentiss,Clive Donner,journalist|ladykiller|gigolo|sex therapy|fashion journal,Comedy|Romance,Famous Artists Productions,6.0
0.243896,5760000,Von Ryan's Express,Frank Sinatra|Trevor Howard|Raffaella CarrÃ |Brad Dexter|Sergio Fantoni,Mark Robson,italian|prisoner of war|frontier|escape|pow,Action|Drama|History|Thriller|War,P-R Productions Picture,6.2
0.225062,115,Operation Crossbow,Sophia Loren|George Peppard|Trevor Howard|John Mills|Richard Johnson,Michael Anderson,german|nazis|rocket,Action|Thriller|War,Metro-Goldwyn-Mayer (MGM),5.7
0.201703,0,The Spy Who Came in from the Cold,Richard Burton|Claire Bloom|Oskar Werner|Sam Wanamaker|George Voskovec,Martin Ritt,library|spy|cold war|communist|iron curtain,Drama|Thriller,Paramount Pictures|Salem Films Limited,6.4
0.199141,0,Dr. Goldfoot and the Bikini Machine,Vincent Price|Frankie Avalon|Dwayne Hickman|Jack Mullaney|Fred Clark,Norman Taurog,secret agent|bikini|mad scientist|robot|world domination,Comedy|Science Fiction,American International Pictures (AIP),6.4
0.246816,0,The Hill,Sean Connery|Harry Andrews|Ian Bannen|Alfred Lynch|Ossie Davis,Sidney Lumet,,Drama|War,Metro-Goldwyn-Mayer (MGM)|Seven Arts Pictures,7.2
0.191276,0,Shenandoah,James Stewart|Doug McClure|Glenn Corbett|Patrick Wayne|Rosemary Forsyth,Andrew V. McLaglen,widower|virginia,Action|Adventure|Drama|Western,Universal Pictures,5.4
0.145019,0,The Heroes of Telemark,Kirk Douglas|Richard Harris|Ulla Jacobsson|Michael Redgrave|David Weston,Anthony Mann,world war ii|saboteur|resistance fighter,Action|Drama|History,Columbia Pictures,5.6
0.168025,0,Darling,Julie Christie|Laurence Harvey|Dirk Bogarde|JosÃ© Luis de Vilallonga|Roland Curram,John Schlesinger,italy|journalist|model,Drama|Romance,Vic Films Productions|Joseph Janni Production,5.8
0.160842,0,Battle of the Bulge,Henry Fonda|Robert Shaw|Robert Ryan|Dana Andrews|George Montgomery,Ken Annakin,world war ii|panzer|tank|battle of the bulge|fuel depot,Drama|History|War,Warner Bros.|Cinerama Productions Corp.|United States Pictures,6.0
0.151644,300000,Repulsion,Catherine Deneuve|Ian Hendry|John Fraser|Yvonne Furneaux|Patrick Wymark,Roman Polanski,london|schizophrenia|post traumatic stress  disorder|hallucination|lonelyness,Drama|Horror|Thriller,Compton Films|Tekli British Productions,7.1
0.102242,0,The Skull,Peter Cushing|Christopher Lee|Patrick Wymark|Jill Bennett|Nigel Green,Freddie Francis,skull|marquis de sade,Thriller|Horror,Amicus Productions,5.3
0.127948,0,Bunny Lake Is Missing,Laurence Olivier|Carol Lynley|Keir Dullea|Martita Hunt|Anna Massey,Otto Preminger,baby-snatching,Thriller|Mystery,Wheel Productions,5.5
